frequency_Hz,tf
31739000.0,(0.3428246751502979-0.7236616518868771j)
31740000.0,(0.3428009896045223-0.7236648572090404j)
31741000.0,(0.3427773045080033-0.7236680617949259j)
31742000.0,(0.3427536198607479-0.7236712656445881j)
31743000.0,(0.34272993566276405-0.7236744687580818j)
31744000.0,(0.34270625191405857-0.7236776711354616j)
31745000.0,(0.3426825686146391-0.7236808727767822j)
31746000.0,(0.3426588857645126-0.723684073682098j)
31747000.0,(0.34263520336368675-0.7236872738514636j)
31748000.0,(0.34261152141216855-0.7236904732849339j)
31749000.0,(0.3425878399099657-0.7236936719825633j)
31750000.0,(0.3425641588570853-0.7236968699444067j)
31751000.0,(0.3425404782535345-0.7237000671705184j)
31752000.0,(0.3425167980993207-0.7237032636609532j)
31753000.0,(0.34249311839445107-0.7237064594157652j)
31754000.0,(0.3424694391389332-0.7237096544350098j)
31755000.0,(0.34244576033277413-0.7237128487187411j)
31756000.0,(0.34242208197598123-0.7237160422670137j)
31757000.0,(0.34239840406856176-0.7237192350798823j)
31758000.0,(0.3423747266105228-0.7237224271574016j)
31759000.0,(0.34235104960187185-0.723725618499626j)
31760000.0,(0.34232737304261596-0.72372880910661j)
31761000.0,(0.3423036969327624-0.7237319989784085j)
31762000.0,(0.34228002127231905-0.7237351881150759j)
31763000.0,(0.34225634606129224-0.7237383765166665j)
31764000.0,(0.34223267129968993-0.7237415641832354j)
31765000.0,(0.34220899698751844-0.7237447511148368j)
31766000.0,(0.3421853231247861-0.7237479373115254j)
31767000.0,(0.34216164971149954-0.7237511227733556j)
31768000.0,(0.3421379767476659-0.7237543075003824j)
31769000.0,(0.34211430423329287-0.7237574914926599j)
31770000.0,(0.34209063216838725-0.7237606747502426j)
31771000.0,(0.34206696055295666-0.7237638572731856j)
31772000.0,(0.3420432893870076-0.7237670390615432j)
31773000.0,(0.34201961867054825-0.7237702201153693j)
31774000.0,(0.34199594840358494-0.7237734004347193j)
31775000.0,(0.3419722785861252-0.7237765800196478j)
31776000.0,(0.3419486092181764-0.7237797588702087j)
31777000.0,(0.34192494029974535-0.7237829369864565j)
31778000.0,(0.3419012718308395-0.7237861143684462j)
31779000.0,(0.34187760381146626-0.7237892910162322j)
31780000.0,(0.3418539362416319-0.7237924669298691j)
31781000.0,(0.3418302691213447-0.7237956421094114j)
31782000.0,(0.3418066024506115-0.7237988165549134j)
31783000.0,(0.341782936229439-0.7238019902664297j)
31784000.0,(0.3417592704578347-0.723805163244015j)
31785000.0,(0.3417356051358056-0.7238083354877233j)
31786000.0,(0.34171194026335927-0.72381150699761j)
31787000.0,(0.3416882758405023-0.7238146777737288j)
31788000.0,(0.3416646118672422-0.7238178478161345j)
31789000.0,(0.3416409483435862-0.7238210171248817j)
31790000.0,(0.3416172852695413-0.7238241857000246j)
31791000.0,(0.34159362264511434-0.7238273535416181j)
31792000.0,(0.34156996047031274-0.7238305206497162j)
31793000.0,(0.3415462987451435-0.723833687024374j)
31794000.0,(0.34152263746961364-0.7238368526656453j)
31795000.0,(0.3414989766437307-0.7238400175735853j)
31796000.0,(0.34147531626750166-0.7238431817482479j)
31797000.0,(0.3414516563409332-0.7238463451896876j)
31798000.0,(0.3414279968640331-0.7238495078979594j)
31799000.0,(0.34140433783680774-0.7238526698731174j)
31800000.0,(0.34138067925926463-0.7238558311152159j)
31801000.0,(0.341357021131411-0.7238589916243096j)
31802000.0,(0.3413333634532535-0.7238621514004531j)
31803000.0,(0.34130970622479945-0.7238653104437005j)
31804000.0,(0.341286049446056-0.7238684687541066j)
31805000.0,(0.34126239311703016-0.7238716263317255j)
31806000.0,(0.3412387372377292-0.7238747831766121j)
31807000.0,(0.34121508180815957-0.7238779392888203j)
31808000.0,(0.3411914268283291-0.7238810946684052j)
31809000.0,(0.3411677722982445-0.7238842493154207j)
31810000.0,(0.34114411821791246-0.7238874032299213j)
31811000.0,(0.34112046458734063-0.7238905564119618j)
31812000.0,(0.34109681140653575-0.7238937088615963j)
31813000.0,(0.34107315867550486-0.7238968605788791j)
31814000.0,(0.341049506394255-0.7239000115638652j)
31815000.0,(0.3410258545627936-0.7239031618166083j)
31816000.0,(0.3410022031811271-0.7239063113371637j)
31817000.0,(0.34097855224926277-0.7239094601255851j)
31818000.0,(0.3409549017672076-0.723912608181927j)
31819000.0,(0.34093125173496874-0.7239157555062441j)
31820000.0,(0.34090760215255306-0.7239189020985907j)
31821000.0,(0.34088395301996793-0.7239220479590209j)
31822000.0,(0.34086030433721964-0.7239251930875896j)
31823000.0,(0.3408366561043156-0.7239283374843508j)
31824000.0,(0.3408130083212628-0.7239314811493592j)
31825000.0,(0.3407893609880685-0.7239346240826691j)
31826000.0,(0.34076571410473916-0.7239377662843348j)
31827000.0,(0.34074206767128234-0.7239409077544109j)
31828000.0,(0.3407184216877045-0.7239440484929515j)
31829000.0,(0.340694776154013-0.7239471885000112j)
31830000.0,(0.34067113107021446-0.7239503277756443j)
31831000.0,(0.34064748643631604-0.7239534663199053j)
31832000.0,(0.3406238422523248-0.7239566041328483j)
31833000.0,(0.3406001985182476-0.7239597412145279j)
31834000.0,(0.34057655523409125-0.7239628775649983j)
31835000.0,(0.3405529123998631-0.7239660131843142j)
31836000.0,(0.3405292700155694-0.7239691480725298j)
31837000.0,(0.34050562808121787-0.723972282229699j)
31838000.0,(0.34048198659681517-0.723975415655877j)
31839000.0,(0.3404583455623681-0.7239785483511176j)
31840000.0,(0.3404347049778838-0.7239816803154752j)
31841000.0,(0.340411064843369-0.7239848115490043j)
31842000.0,(0.34038742515883075-0.7239879420517591j)
31843000.0,(0.34036378592427585-0.7239910718237941j)
31844000.0,(0.34034014713971117-0.7239942008651635j)
31845000.0,(0.34031650880514397-0.7239973291759216j)
31846000.0,(0.34029287092058064-0.724000456756123j)
31847000.0,(0.3402692334860286-0.7240035836058218j)
31848000.0,(0.34024559650149466-0.7240067097250725j)
31849000.0,(0.3402219599669851-0.7240098351139294j)
31850000.0,(0.34019832388250765-0.7240129597724465j)
31851000.0,(0.3401746882480688-0.7240160837006785j)
31852000.0,(0.3401510530636755-0.7240192068986798j)
31853000.0,(0.3401274183293343-0.7240223293665041j)
31854000.0,(0.34010378404505265-0.7240254511042062j)
31855000.0,(0.34008015021083704-0.7240285721118409j)
31856000.0,(0.34005651682669463-0.7240316923894614j)
31857000.0,(0.3400328838926318-0.7240348119371226j)
31858000.0,(0.34000925140865595-0.7240379307548788j)
31859000.0,(0.3399856193747737-0.7240410488427842j)
31860000.0,(0.3399619877909919-0.7240441662008933j)
31861000.0,(0.3399383566573174-0.7240472828292602j)
31862000.0,(0.3399147259737569-0.7240503987279394j)
31863000.0,(0.33989109574031756-0.7240535138969848j)
31864000.0,(0.3398674659570057-0.7240566283364507j)
31865000.0,(0.3398438366238288-0.7240597420463919j)
31866000.0,(0.3398202077407932-0.7240628550268624j)
31867000.0,(0.33979657930790585-0.7240659672779165j)
31868000.0,(0.3397729513251739-0.7240690787996081j)
31869000.0,(0.33974932379260364-0.724072189591992j)
31870000.0,(0.33972569671020203-0.7240752996551221j)
31871000.0,(0.33970207007797604-0.7240784089890531j)
31872000.0,(0.3396784438959325-0.7240815175938387j)
31873000.0,(0.3396548181640781-0.7240846254695334j)
31874000.0,(0.3396311928824197-0.7240877326161917j)
31875000.0,(0.3396075680509637-0.7240908390338675j)
31876000.0,(0.3395839436697177-0.7240939447226153j)
31877000.0,(0.33956031973868767-0.7240970496824892j)
31878000.0,(0.3395366962578807-0.7241001539135435j)
31879000.0,(0.3395130732273035-0.7241032574158325j)
31880000.0,(0.33948945064696306-0.7241063601894101j)
31881000.0,(0.339465828516866-0.7241094622343311j)
31882000.0,(0.3394422068370192-0.7241125635506495j)
31883000.0,(0.33941858560742905-0.7241156641384192j)
31884000.0,(0.3393949648281027-0.7241187639976947j)
31885000.0,(0.3393713444990469-0.7241218631285304j)
31886000.0,(0.33934772462026797-0.7241249615309802j)
31887000.0,(0.3393241051917731-0.7241280592050987j)
31888000.0,(0.3393004862135688-0.7241311561509397j)
31889000.0,(0.33927686768566206-0.7241342523685577j)
31890000.0,(0.3392532496080592-0.7241373478580067j)
31891000.0,(0.33922963198076717-0.7241404426193409j)
31892000.0,(0.33920601480379303-0.7241435366526146j)
31893000.0,(0.3391823980771429-0.7241466299578823j)
31894000.0,(0.3391587818008235-0.7241497225351975j)
31895000.0,(0.33913516597484217-0.7241528143846151j)
31896000.0,(0.3391115505992051-0.724155905506189j)
31897000.0,(0.33908793567391915-0.7241589958999735j)
31898000.0,(0.33906432119899105-0.7241620855660225j)
31899000.0,(0.3390407071744274-0.7241651745043901j)
31900000.0,(0.33901709360023485-0.7241682627151312j)
31901000.0,(0.3389934804764203-0.7241713501982994j)
31902000.0,(0.3389698678029902-0.7241744369539489j)
31903000.0,(0.3389462555799512-0.7241775229821337j)
31904000.0,(0.33892264380731024-0.7241806082829089j)
31905000.0,(0.3388990324850738-0.7241836928563276j)
31906000.0,(0.3388754216132486-0.7241867767024445j)
31907000.0,(0.33885181119184127-0.7241898598213135j)
31908000.0,(0.3388282012208587-0.7241929422129889j)
31909000.0,(0.3388045917003072-0.7241960238775249j)
31910000.0,(0.33878098263019335-0.7241991048149755j)
31911000.0,(0.3387573740105243-0.724202185025395j)
31912000.0,(0.33873376584130604-0.7242052645088375j)
31913000.0,(0.3387101581225458-0.7242083432653571j)
31914000.0,(0.3386865508542498-0.724211421295008j)
31915000.0,(0.33866294403642505-0.7242144985978444j)
31916000.0,(0.33863933766907806-0.7242175751739203j)
31917000.0,(0.33861573175221527-0.7242206510232899j)
31918000.0,(0.3385921262858431-0.7242237261460072j)
31919000.0,(0.33856852126996856-0.7242268005421267j)
31920000.0,(0.3385449167045983-0.724229874211702j)
31921000.0,(0.3385213125897387-0.7242329471547877j)
31922000.0,(0.33849770892539655-0.7242360193714377j)
31923000.0,(0.338474105711578-0.7242390908617059j)
31924000.0,(0.3384505029482904-0.7242421616256465j)
31925000.0,(0.3384269006355398-0.7242452316633142j)
31926000.0,(0.33840329877333236-0.7242483009747624j)
31927000.0,(0.3383796973616759-0.7242513695600457j)
31928000.0,(0.33835609640057596-0.7242544374192175j)
31929000.0,(0.33833249589003944-0.7242575045523327j)
31930000.0,(0.33830889583007295-0.724260570959445j)
31931000.0,(0.3382852962206832-0.7242636366406083j)
31932000.0,(0.33826169706187637-0.7242667015958771j)
31933000.0,(0.3382380983536591-0.7242697658253053j)
31934000.0,(0.33821450009603826-0.7242728293289471j)
31935000.0,(0.3381909022890202-0.7242758921068563j)
31936000.0,(0.3381673049326115-0.7242789541590873j)
31937000.0,(0.33814370802681826-0.7242820154856938j)
31938000.0,(0.338120111571648-0.7242850760867303j)
31939000.0,(0.3380965155671063-0.7242881359622505j)
31940000.0,(0.33807292001320016-0.7242911951123089j)
31941000.0,(0.33804932490993583-0.7242942535369591j)
31942000.0,(0.3380257302573204-0.7242973112362555j)
31943000.0,(0.3380021360553598-0.7243003682102519j)
31944000.0,(0.3379785423040607-0.7243034244590025j)
31945000.0,(0.33795494900342965-0.7243064799825613j)
31946000.0,(0.33793135615347325-0.7243095347809825j)
31947000.0,(0.3379077637541978-0.7243125888543199j)
31948000.0,(0.3378841718056099-0.7243156422026277j)
31949000.0,(0.33786058030771593-0.7243186948259598j)
31950000.0,(0.3378369892605229-0.7243217467243704j)
31951000.0,(0.3378133986640366-0.7243247978979135j)
31952000.0,(0.33778980851826385-0.7243278483466432j)
31953000.0,(0.3377662188232109-0.7243308980706133j)
31954000.0,(0.3377426295788845-0.7243339470698782j)
31955000.0,(0.3377190407852911-0.7243369953444914j)
31956000.0,(0.33769545244243704-0.7243400428945074j)
31957000.0,(0.3376718645503288-0.7243430897199798j)
31958000.0,(0.3376482771089729-0.7243461358209631j)
31959000.0,(0.3376246901183757-0.7243491811975107j)
31960000.0,(0.33760110357854356-0.7243522258496773j)
31961000.0,(0.33757751748948334-0.7243552697775162j)
31962000.0,(0.33755393185120114-0.7243583129810819j)
31963000.0,(0.33753034666370313-0.7243613554604285j)
31964000.0,(0.33750676192699647-0.7243643972156095j)
31965000.0,(0.3374831776410871-0.7243674382466797j)
31966000.0,(0.3374595938059814-0.7243704785536917j)
31967000.0,(0.3374360104216859-0.7243735181367009j)
31968000.0,(0.3374124274882074-0.7243765569957606j)
31969000.0,(0.33738884500555155-0.7243795951309248j)
31970000.0,(0.3373652629737254-0.7243826325422477j)
31971000.0,(0.33734168139273485-0.724385669229783j)
31972000.0,(0.3373181002625867-0.7243887051935849j)
31973000.0,(0.33729451958328743-0.7243917404337075j)
31974000.0,(0.3372709393548431-0.7243947749502044j)
31975000.0,(0.33724735957726015-0.7243978087431295j)
31976000.0,(0.3372237802505452-0.7244008418125375j)
31977000.0,(0.33720020137470413-0.7244038741584816j)
31978000.0,(0.3371766229497439-0.724406905781016j)
31979000.0,(0.33715304497567067-0.7244099366801948j)
31980000.0,(0.3371294674524907-0.7244129668560719j)
31981000.0,(0.3371058903802103-0.7244159963087009j)
31982000.0,(0.3370823137588361-0.7244190250381363j)
31983000.0,(0.3370587375883741-0.7244220530444315j)
31984000.0,(0.33703516186883103-0.7244250803276406j)
31985000.0,(0.33701158660021324-0.7244281068878179j)
31986000.0,(0.33698801178252685-0.7244311327250169j)
31987000.0,(0.3369644374157783-0.7244341578392918j)
31988000.0,(0.33694086349997376-0.7244371822306964j)
31989000.0,(0.33691729003511967-0.7244402058992848j)
31990000.0,(0.3368937170212223-0.7244432288451106j)
31991000.0,(0.33687014445828806-0.724446251068228j)
31992000.0,(0.33684657234632337-0.7244492725686907j)
31993000.0,(0.3368230006853344-0.7244522933465525j)
31994000.0,(0.3367994294753273-0.724455313401868j)
31995000.0,(0.336775858716309-0.7244583327346903j)
31996000.0,(0.33675228840828536-0.7244613513450737j)
31997000.0,(0.3367287185512626-0.7244643692330722j)
31998000.0,(0.336705149145247-0.7244673863987395j)
31999000.0,(0.3366815801902451-0.7244704028421296j)
32000000.0,(0.3366580116862629-0.7244734185632963j)
32001000.0,(0.3366344436333072-0.7244764335622933j)
32002000.0,(0.3366108760313836-0.7244794478391747j)
32003000.0,(0.33658730888049887-0.7244824613939947j)
32004000.0,(0.336563742180659-0.7244854742268068j)
32005000.0,(0.3365401759318707-0.7244884863376649j)
32006000.0,(0.3365166101341398-0.7244914977266232j)
32007000.0,(0.33649304478747266-0.7244945083937351j)
32008000.0,(0.33646947989187553-0.7244975183390545j)
32009000.0,(0.33644591544735447-0.7245005275626358j)
32010000.0,(0.3364223514539163-0.7245035360645322j)
32011000.0,(0.3363987879115665-0.7245065438447977j)
32012000.0,(0.33637522482031224-0.7245095509034869j)
32013000.0,(0.33635166218015894-0.7245125572406528j)
32014000.0,(0.33632809999111335-0.7245155628563497j)
32015000.0,(0.336304538253181-0.7245185677506307j)
32016000.0,(0.33628097696636916-0.724521571923551j)
32017000.0,(0.33625741613068333-0.7245245753751633j)
32018000.0,(0.3362338557461299-0.7245275781055217j)
32019000.0,(0.33621029581271505-0.7245305801146801j)
32020000.0,(0.336186736330445-0.7245335814026929j)
32021000.0,(0.3361631772993256-0.7245365819696131j)
32022000.0,(0.3361396187193641-0.724539581815495j)
32023000.0,(0.33611606059056576-0.7245425809403921j)
32024000.0,(0.3360925029129371-0.7245455793443586j)
32025000.0,(0.33606894568648377-0.7245485770274477j)
32026000.0,(0.3360453889112129-0.7245515739897141j)
32027000.0,(0.3360218325871302-0.7245545702312112j)
32028000.0,(0.33599827671424165-0.7245575657519924j)
32029000.0,(0.3359747212925538-0.724560560552112j)
32030000.0,(0.33595116632207256-0.7245635546316238j)
32031000.0,(0.33592761180280417-0.7245665479905815j)
32032000.0,(0.3359040577347549-0.724569540629039j)
32033000.0,(0.3358805041179308-0.7245725325470497j)
32034000.0,(0.33585695095233786-0.7245755237446678j)
32035000.0,(0.33583339823798253-0.7245785142219471j)
32036000.0,(0.3358098459748707-0.7245815039789412j)
32037000.0,(0.3357862941630088-0.7245844930157039j)
32038000.0,(0.33576274280240304-0.724587481332289j)
32039000.0,(0.33573919189305895-0.7245904689287506j)
32040000.0,(0.33571564143498317-0.7245934558051419j)
32041000.0,(0.3356920914281818-0.7245964419615171j)
32042000.0,(0.3356685418726606-0.7245994273979299j)
32043000.0,(0.335644992768426-0.7246024121144338j)
32044000.0,(0.33562144411548406-0.7246053961110828j)
32045000.0,(0.3355978959138412-0.7246083793879311j)
32046000.0,(0.3355743481635032-0.7246113619450315j)
32047000.0,(0.3355508008644756-0.7246143437824385j)
32048000.0,(0.3355272540167655-0.7246173249002055j)
32049000.0,(0.33550370762037834-0.7246203052983863j)
32050000.0,(0.3354801616753209-0.7246232849770348j)
32051000.0,(0.3354566161815982-0.7246262639362046j)
32052000.0,(0.3354330711392176-0.7246292421759498j)
32053000.0,(0.33540952654818396-0.7246322196963235j)
32054000.0,(0.33538598240850426-0.72463519649738j)
32055000.0,(0.33536243872018384-0.7246381725791727j)
32056000.0,(0.33533889548322937-0.7246411479417553j)
32057000.0,(0.3353153526976468-0.724644122585182j)
32058000.0,(0.33529181036344186-0.724647096509506j)
32059000.0,(0.33526826848062097-0.7246500697147814j)
32060000.0,(0.33524472704919006-0.7246530422010617j)
32061000.0,(0.33522118606915496-0.7246560139684006j)
32062000.0,(0.33519764554052217-0.7246589850168517j)
32063000.0,(0.33517410546329734-0.7246619553464692j)
32064000.0,(0.3351505658374867-0.7246649249573063j)
32065000.0,(0.335127026663096-0.7246678938494171j)
32066000.0,(0.33510348794013156-0.7246708620228548j)
32067000.0,(0.3350799496685994-0.7246738294776736j)
32068000.0,(0.3350564118485053-0.724676796213927j)
32069000.0,(0.3350328744798555-0.7246797622316685j)
32070000.0,(0.33500933756265616-0.7246827275309521j)
32071000.0,(0.33498580109691295-0.7246856921118315j)
32072000.0,(0.33496226508263194-0.72468865597436j)
32073000.0,(0.33493872951981907-0.7246916191185917j)
32074000.0,(0.33491519440848055-0.7246945815445803j)
32075000.0,(0.3348916597486224-0.7246975432523792j)
32076000.0,(0.3348681255402505-0.724700504242042j)
32077000.0,(0.33484459178337084-0.7247034645136228j)
32078000.0,(0.334821058477989-0.7247064240671747j)
32079000.0,(0.3347975256241118-0.7247093829027519j)
32080000.0,(0.33477399322174445-0.7247123410204078j)
32081000.0,(0.3347504612708935-0.724715298420196j)
32082000.0,(0.3347269297715643-0.7247182551021703j)
32083000.0,(0.3347033987237633-0.7247212110663843j)
32084000.0,(0.3346798681274962-0.7247241663128915j)
32085000.0,(0.3346563379827692-0.7247271208417458j)
32086000.0,(0.33463280828958786-0.724730074653001j)
32087000.0,(0.3346092790479587-0.7247330277467102j)
32088000.0,(0.3345857502578871-0.7247359801229275j)
32089000.0,(0.3345622219193793-0.7247389317817062j)
32090000.0,(0.3345386940324412-0.7247418827231001j)
32091000.0,(0.3345151665970787-0.724744832947163j)
32092000.0,(0.3344916396132976-0.7247477824539483j)
32093000.0,(0.33446811308110397-0.7247507312435094j)
32094000.0,(0.33444458700050367-0.7247536793159005j)
32095000.0,(0.33442106137150274-0.7247566266711749j)
32096000.0,(0.3343975361941067-0.7247595733093861j)
32097000.0,(0.33437401146832213-0.7247625192305881j)
32098000.0,(0.33435048719415417-0.724765464434834j)
32099000.0,(0.33432696337160916-0.7247684089221776j)
32100000.0,(0.3343034400006931-0.7247713526926729j)
32101000.0,(0.33427991708141175-0.724774295746373j)
32102000.0,(0.33425639461377094-0.7247772380833316j)
32103000.0,(0.33423287259777645-0.7247801797036024j)
32104000.0,(0.3342093510334342-0.7247831206072389j)
32105000.0,(0.3341858299207501-0.7247860607942949j)
32106000.0,(0.3341623092597301-0.7247890002648237j)
32107000.0,(0.3341387890503799-0.7247919390188791j)
32108000.0,(0.3341152692927057-0.7247948770565145j)
32109000.0,(0.334091749986713-0.7247978143777836j)
32110000.0,(0.3340682311324079-0.7248007509827399j)
32111000.0,(0.33404471272979613-0.7248036868714373j)
32112000.0,(0.3340211947788833-0.7248066220439287j)
32113000.0,(0.3339976772796756-0.7248095565002682j)
32114000.0,(0.33397416023217896-0.7248124902405092j)
32115000.0,(0.33395064363639887-0.7248154232647054j)
32116000.0,(0.3339271274923416-0.7248183555729102j)
32117000.0,(0.3339036118000121-0.724821287165177j)
32118000.0,(0.33388009655941736-0.7248242180415598j)
32119000.0,(0.33385658177056227-0.7248271482021117j)
32120000.0,(0.3338330674334533-0.7248300776468867j)
32121000.0,(0.33380955354809566-0.724833006375938j)
32122000.0,(0.3337860401144957-0.7248359343893189j)
32123000.0,(0.33376252713265886-0.7248388616870837j)
32124000.0,(0.33373901460259087-0.7248417882692852j)
32125000.0,(0.33371550252429794-0.7248447141359773j)
32126000.0,(0.3336919908977857-0.7248476392872136j)
32127000.0,(0.3336684797230598-0.724850563723047j)
32128000.0,(0.33364496900012613-0.724853487443532j)
32129000.0,(0.33362145872899046-0.7248564104487215j)
32130000.0,(0.3335979489096583-0.7248593327386692j)
32131000.0,(0.3335744395421359-0.7248622543134287j)
32132000.0,(0.3335509306264288-0.724865175173053j)
32133000.0,(0.33352742216254255-0.7248680953175962j)
32134000.0,(0.33350391415048336-0.7248710147471115j)
32135000.0,(0.3334804065902568-0.7248739334616523j)
32136000.0,(0.3334568994818681-0.7248768514612726j)
32137000.0,(0.33343339282532386-0.7248797687460253j)
32138000.0,(0.3334098866206294-0.7248826853159644j)
32139000.0,(0.3333863808677905-0.7248856011711431j)
32140000.0,(0.3333628755668127-0.7248885163116151j)
32141000.0,(0.3333393707177022-0.7248914307374335j)
32142000.0,(0.33331586632046445-0.7248943444486522j)
32143000.0,(0.33329236237510496-0.7248972574453243j)
32144000.0,(0.33326885888162966-0.7249001697275036j)
32145000.0,(0.3332453558400448-0.7249030812952434j)
32146000.0,(0.3332218532503552-0.7249059921485972j)
32147000.0,(0.33319835111256685-0.7249089022876185j)
32148000.0,(0.3331748494266856-0.7249118117123609j)
32149000.0,(0.33315134819271724-0.7249147204228773j)
32150000.0,(0.3331278474106673-0.7249176284192222j)
32151000.0,(0.3331043470805415-0.724920535701448j)
32152000.0,(0.33308084720234543-0.7249234422696089j)
32153000.0,(0.3330573477760851-0.7249263481237579j)
32154000.0,(0.3330338488017659-0.7249292532639484j)
32155000.0,(0.33301035027939363-0.724932157690234j)
32156000.0,(0.3329868522089736-0.7249350614026687j)
32157000.0,(0.33296335459051213-0.7249379644013046j)
32158000.0,(0.33293985742401455-0.7249408666861965j)
32159000.0,(0.3329163607094862-0.724943768257397j)
32160000.0,(0.33289286444693345-0.7249466691149601j)
32161000.0,(0.33286936863636146-0.7249495692589388j)
32162000.0,(0.3328458732777756-0.7249524686893867j)
32163000.0,(0.33282237837118234-0.724955367406357j)
32164000.0,(0.33279888391658674-0.7249582654099036j)
32165000.0,(0.3327753899139948-0.7249611627000793j)
32166000.0,(0.33275189636341174-0.7249640592769379j)
32167000.0,(0.3327284032648434-0.7249669551405327j)
32168000.0,(0.33270491061829555-0.7249698502909173j)
32169000.0,(0.33268141842377374-0.7249727447281449j)
32170000.0,(0.332657926681283-0.7249756384522688j)
32171000.0,(0.33263443539083-0.7249785314633427j)
32172000.0,(0.3326109445524198-0.7249814237614197j)
32173000.0,(0.3325874541660578-0.7249843153465535j)
32174000.0,(0.33256396423174994-0.7249872062187973j)
32175000.0,(0.33254047474950166-0.7249900963782044j)
32176000.0,(0.3325169857193184-0.7249929858248283j)
32177000.0,(0.33249349714120646-0.7249958745587226j)
32178000.0,(0.3324700090151705-0.7249987625799402j)
32179000.0,(0.33244652134121694-0.7250016498885349j)
32180000.0,(0.33242303411935076-0.72500453648456j)
32181000.0,(0.3323995473495775-0.7250074223680684j)
32182000.0,(0.3323760610319031-0.7250103075391138j)
32183000.0,(0.33235257516633304-0.7250131919977498j)
32184000.0,(0.3323290897528728-0.7250160757440296j)
32185000.0,(0.3323056047915283-0.7250189587780065j)
32186000.0,(0.33228212028230447-0.725021841099734j)
32187000.0,(0.33225863622520707-0.7250247227092651j)
32188000.0,(0.3322351526202418-0.7250276036066532j)
32189000.0,(0.33221166946741426-0.7250304837919521j)
32190000.0,(0.33218818676672995-0.7250333632652145j)
32191000.0,(0.33216470451819446-0.7250362420264947j)
32192000.0,(0.332141222721813-0.7250391200758451j)
32193000.0,(0.3321177413775912-0.7250419974133195j)
32194000.0,(0.33209426048553486-0.7250448740389709j)
32195000.0,(0.3320707800456492-0.7250477499528529j)
32196000.0,(0.33204730005794014-0.7250506251550188j)
32197000.0,(0.33202382052241286-0.7250534996455218j)
32198000.0,(0.3320003414390728-0.7250563734244153j)
32199000.0,(0.33197686280792565-0.7250592464917528j)
32200000.0,(0.33195338462897683-0.725062118847587j)
32201000.0,(0.3319299069022321-0.7250649904919723j)
32202000.0,(0.33190642962769673-0.7250678614249608j)
32203000.0,(0.33188295280537605-0.7250707316466065j)
32204000.0,(0.33185947643527586-0.7250736011569626j)
32205000.0,(0.33183600051740136-0.7250764699560822j)
32206000.0,(0.3318125250517582-0.7250793380440188j)
32207000.0,(0.331789050038352-0.7250822054208259j)
32208000.0,(0.33176557547718794-0.7250850720865564j)
32209000.0,(0.3317421013682717-0.7250879380412636j)
32210000.0,(0.3317186277116085-0.7250908032850006j)
32211000.0,(0.3316951545072041-0.7250936678178216j)
32212000.0,(0.33167168175506373-0.7250965316397792j)
32213000.0,(0.33164820945519285-0.7250993947509264j)
32214000.0,(0.3316247376075971-0.7251022571513172j)
32215000.0,(0.3316012662122819-0.7251051188410041j)
32216000.0,(0.3315777952692524-0.7251079798200408j)
32217000.0,(0.3315543247785145-0.7251108400884807j)
32218000.0,(0.3315308547400731-0.7251136996463767j)
32219000.0,(0.33150738515393424-0.7251165584937824j)
32220000.0,(0.3314839160201026-0.7251194166307511j)
32221000.0,(0.33146044733858415-0.7251222740573353j)
32222000.0,(0.3314369791093843-0.7251251307735892j)
32223000.0,(0.3314135113325081-0.7251279867795657j)
32224000.0,(0.33139004400796146-0.7251308420753176j)
32225000.0,(0.33136657713574935-0.7251336966608987j)
32226000.0,(0.3313431107158775-0.7251365505363621j)
32227000.0,(0.33131964474835074-0.725139403701761j)
32228000.0,(0.3312961792331754-0.7251422561571487j)
32229000.0,(0.33127271417035586-0.7251451079025781j)
32230000.0,(0.3312492495598984-0.7251479589381031j)
32231000.0,(0.331225785401808-0.7251508092637762j)
32232000.0,(0.33120232169608965-0.725153658879651j)
32233000.0,(0.33117885844274936-0.7251565077857808j)
32234000.0,(0.33115539564179225-0.7251593559822184j)
32235000.0,(0.33113193329322377-0.7251622034690174j)
32236000.0,(0.33110847139704924-0.725165050246231j)
32237000.0,(0.33108500995327383-0.7251678963139123j)
32238000.0,(0.33106154896190315-0.7251707416721145j)
32239000.0,(0.33103808842294224-0.7251735863208906j)
32240000.0,(0.33101462833639683-0.725176430260294j)
32241000.0,(0.33099116870227213-0.7251792734903781j)
32242000.0,(0.3309677095205734-0.7251821160111956j)
32243000.0,(0.33094425079130596-0.7251849578228002j)
32244000.0,(0.3309207925144755-0.7251877989252449j)
32245000.0,(0.3308973346900867-0.7251906393185826j)
32246000.0,(0.33087387731814516-0.725193479002867j)
32247000.0,(0.3308504203986566-0.7251963179781509j)
32248000.0,(0.33082696393162603-0.7251991562444874j)
32249000.0,(0.33080350791705865-0.72520199380193j)
32250000.0,(0.3307800523549597-0.7252048306505318j)
32251000.0,(0.33075659724533474-0.7252076667903455j)
32252000.0,(0.3307331425881892-0.7252105022214251j)
32253000.0,(0.3307096883835281-0.7252133369438231j)
32254000.0,(0.3306862346313566-0.7252161709575926j)
32255000.0,(0.33066278133168037-0.7252190042627872j)
32256000.0,(0.33063932848450445-0.72522183685946j)
32257000.0,(0.3306158760898344-0.7252246687476641j)
32258000.0,(0.3305924241476748-0.7252274999274521j)
32259000.0,(0.33056897265803187-0.7252303303988781j)
